Soil_Type,Soil_pH,Moisture_Level,Season,Location_Region,Previous_Crop,Recommended_Crop
Sandy,5.86,Medium,Zaid,Maharashtra,Rice,Groundnut
Loamy,8.06,High,Zaid,Haryana,Sugarcane,Rice
Red,6.26,Low,Kharif,Tamil Nadu,Cotton,Cotton
Sandy,5.96,Medium,Summer,Kerala,Groundnut,Cumin
Alluvial,8.32,Low,Zaid,Kerala,Pulses,Rice
Red,5.0,Medium,Winter,Bihar,Maize,Wheat
Loamy,6.29,High,Rabi,Tamil Nadu,Pulses,Wheat
Red,5.55,Medium,Zaid,Uttar Pradesh,Cotton,Banana
Alluvial,6.21,Low,Kharif,Kerala,Maize,Wheat
Black,6.81,Medium,Rabi,Gujarat,Wheat,Pulses
Sandy,6.88,High,Summer,Uttar Pradesh,Groundnut,Maize
Red,4.86,High,Winter,Telangana,Wheat,Groundnut
Red,6.3,Medium,Summer,Uttar Pradesh,Pulses,Maize
Laterite,8.38,Low,Summer,Kerala,Cotton,Cotton
Laterite,7.83,Low,Winter,Tamil Nadu,None,Soybean
Laterite,7.07,Medium,Kharif,Punjab,Wheat,Pulses
Alluvial,4.59,Low,Kharif,Bihar,Sugarcane,Pulses
Laterite,5.59,Low,Zaid,Telangana,Sugarcane,Rice
Red,6.49,Medium,Summer,Kerala,Rice,Cumin
Loamy,7.97,Medium,Zaid,Maharashtra,Groundnut,Wheat
Alluvial,5.59,High,Zaid,Gujarat,Cotton,Banana
Loamy,7.52,Low,Winter,Maharashtra,Sugarcane,Maize
Red,7.76,Low,Summer,Bihar,Pulses,Cumin
Red,5.72,Medium,Kharif,Haryana,Cotton,Pulses
Red,6.29,Medium,Rabi,Maharashtra,None,Maize
Laterite,5.82,Medium,Summer,Punjab,Rice,Maize
Clay,7.44,Low,Kharif,Bihar,Groundnut,Cotton
Laterite,4.67,Medium,Summer,Kerala,Rice,Maize
Alluvial,7.19,Medium,Kharif,Karnataka,Maize,Maize
Black,8.36,Medium,Zaid,Maharashtra,Rice,Cotton
Red,4.88,Low,Winter,Telangana,Sugarcane,Groundnut
Loamy,4.7,High,Rabi,Punjab,Rice,Groundnut
Clay,6.16,Medium,Rabi,Haryana,Rice,Wheat
Red,7.07,High,Zaid,Bihar,Maize,Wheat
Black,7.64,High,Kharif,Uttar Pradesh,Sugarcane,Maize
Alluvial,7.53,High,Zaid,Uttar Pradesh,Sugarcane,Sugarcane
Clay,8.06,Medium,Kharif,Kerala,Sugarcane,Groundnut
Loamy,8.21,Medium,Rabi,Kerala,Maize,Rice
Red,7.53,Medium,Kharif,Punjab,Sugarcane,Sugarcane
Laterite,8.45,High,Summer,Kerala,Rice,Cumin
Laterite,6.83,Low,Kharif,Maharashtra,None,Groundnut
Alluvial,5.96,Medium,Zaid,Kerala,None,Cotton
Alluvial,4.5,High,Kharif,Punjab,Cotton,Cumin
Red,8.3,Medium,Summer,Kerala,Pulses,Cumin
Loamy,6.58,Medium,Rabi,Kerala,None,Wheat
Clay,4.89,High,Summer,Haryana,Sugarcane,Banana
Laterite,6.14,Medium,Zaid,Haryana,Groundnut,Cumin
Alluvial,8.14,High,Winter,Kerala,Rice,Groundnut
Loamy,6.05,Low,Summer,Tamil Nadu,Sugarcane,Banana
Red,5.7,High,Zaid,Tamil Nadu,None,Sugarcane
Sandy,5.48,Low,Rabi,Tamil Nadu,Pulses,Wheat
Loamy,8.24,High,Winter,Tamil Nadu,Maize,Cumin
Alluvial,8.02,Low,Winter,Bihar,Rice,Pulses
Loamy,5.54,High,Winter,Kerala,Rice,Cotton
Red,5.65,Medium,Kharif,Karnataka,Rice,Sugarcane
Sandy,7.71,Medium,Rabi,Haryana,None,Banana
Sandy,4.51,Low,Rabi,Gujarat,Maize,Pulses
Laterite,5.04,High,Winter,Haryana,Rice,Pulses
Clay,5.33,Low,Winter,Maharashtra,Wheat,Maize
Alluvial,6.26,Medium,Kharif,Karnataka,None,Pulses
Black,5.47,Low,Zaid,Punjab,Rice,Maize
Red,6.53,Medium,Winter,Telangana,Rice,Groundnut
Black,6.92,Low,Summer,Tamil Nadu,Pulses,Banana
Laterite,6.2,Medium,Rabi,Punjab,None,Banana
Alluvial,6.64,High,Zaid,Kerala,Groundnut,Cumin
Clay,5.81,High,Summer,Uttar Pradesh,Pulses,Wheat
Laterite,8.08,High,Rabi,Telangana,Groundnut,Pulses
Loamy,8.01,High,Winter,Bihar,Cotton,Rice
Red,6.45,High,Zaid,Punjab,None,Cumin
Laterite,4.79,Low,Winter,Haryana,Wheat,Pulses
Laterite,7.86,High,Zaid,Tamil Nadu,Maize,Pulses
Alluvial,8.08,Low,Summer,Maharashtra,Rice,Wheat
Laterite,4.66,Medium,Kharif,Telangana,Sugarcane,Wheat
Alluvial,8.5,High,Winter,Tamil Nadu,Pulses,Soybean
Laterite,7.17,Low,Rabi,Karnataka,Wheat,Cumin
Laterite,7.52,Low,Zaid,Bihar,None,Cumin
Sandy,6.41,High,Zaid,Gujarat,Rice,Maize
Alluvial,5.87,Medium,Winter,Haryana,Rice,Sugarcane
Loamy,7.96,High,Zaid,Uttar Pradesh,Pulses,Groundnut
Sandy,7.39,High,Rabi,Bihar,Groundnut,Cumin
Alluvial,7.26,High,Zaid,Haryana,Pulses,Wheat
Red,7.01,High,Zaid,Haryana,Sugarcane,Cotton
Clay,6.52,Low,Rabi,Haryana,Rice,Pulses
Laterite,7.59,Medium,Winter,Tamil Nadu,Pulses,Groundnut
Alluvial,7.26,High,Zaid,Haryana,Cotton,Groundnut
Clay,7.19,High,Kharif,Uttar Pradesh,Maize,Cumin
Red,7.63,Medium,Rabi,Bihar,Maize,Rice
Loamy,5.37,High,Kharif,Uttar Pradesh,Cotton,Rice
Red,5.97,Medium,Kharif,Uttar Pradesh,Sugarcane,Wheat
Loamy,7.91,High,Winter,Tamil Nadu,Rice,Sugarcane
Clay,4.72,Medium,Zaid,Haryana,Wheat,Soybean
Laterite,5.1,Medium,Winter,Gujarat,Wheat,Cumin
Sandy,8.16,High,Kharif,Uttar Pradesh,Rice,Banana
Alluvial,5.47,High,Zaid,Tamil Nadu,Pulses,Cumin
Sandy,5.86,Medium,Rabi,Maharashtra,None,Wheat
Loamy,5.44,Medium,Summer,Punjab,Sugarcane,Pulses
Loamy,6.84,Low,Summer,Uttar Pradesh,Pulses,Groundnut
Sandy,6.11,High,Summer,Tamil Nadu,None,Rice
Black,8.21,Medium,Kharif,Punjab,None,Groundnut
Laterite,6.58,Low,Summer,Uttar Pradesh,Groundnut,Groundnut
Loamy,5.85,Medium,Zaid,Tamil Nadu,Pulses,Cumin
Alluvial,6.16,Low,Summer,Telangana,Groundnut,Cumin
Alluvial,6.52,Medium,Zaid,Tamil Nadu,Sugarcane,Pulses
Alluvial,5.22,Medium,Winter,Tamil Nadu,Pulses,Groundnut
Laterite,7.12,Medium,Summer,Karnataka,Maize,Sugarcane
Loamy,6.32,High,Rabi,Haryana,Maize,Maize
Sandy,6.33,Low,Summer,Bihar,Cotton,Sugarcane
Sandy,8.47,Medium,Rabi,Gujarat,Pulses,Cotton
Sandy,8.05,Low,Rabi,Bihar,Maize,Banana
Red,5.3,Low,Rabi,Bihar,Cotton,Sugarcane
Alluvial,4.99,High,Rabi,Kerala,Cotton,Maize
Laterite,5.74,Medium,Kharif,Punjab,Rice,Sugarcane
Loamy,7.77,Medium,Kharif,Maharashtra,Rice,Rice
Black,8.16,High,Zaid,Tamil Nadu,Maize,Soybean
Sandy,6.57,Medium,Winter,Telangana,Cotton,Wheat
Alluvial,7.87,Medium,Kharif,Tamil Nadu,None,Maize
Clay,7.19,Low,Kharif,Karnataka,None,Banana
Black,6.76,Low,Zaid,Kerala,Cotton,Soybean
Alluvial,5.47,Low,Summer,Karnataka,None,Pulses
Loamy,7.46,Low,Summer,Haryana,Pulses,Soybean
Sandy,6.83,High,Kharif,Punjab,Wheat,Wheat
Loamy,5.21,High,Zaid,Tamil Nadu,Wheat,Wheat
Laterite,7.95,Low,Zaid,Punjab,Pulses,Groundnut
Clay,5.35,Medium,Summer,Karnataka,Wheat,Cumin
Alluvial,8.12,Medium,Kharif,Gujarat,Wheat,Cumin
Laterite,6.49,Low,Summer,Haryana,Maize,Banana
Sandy,6.05,High,Kharif,Telangana,Maize,Maize
Black,8.03,Low,Rabi,Kerala,Groundnut,Sugarcane
Sandy,5.26,High,Zaid,Maharashtra,Maize,Sugarcane
Sandy,4.55,Low,Rabi,Gujarat,Pulses,Maize
Loamy,7.74,Medium,Kharif,Haryana,Rice,Sugarcane
Loamy,5.6,Medium,Zaid,Karnataka,Sugarcane,Pulses
Sandy,5.93,Low,Kharif,Telangana,Rice,Cotton
Black,6.06,High,Winter,Uttar Pradesh,None,Soybean
Clay,5.54,Medium,Zaid,Kerala,Pulses,Cumin
Red,4.8,High,Summer,Kerala,Sugarcane,Sugarcane
Sandy,5.35,Medium,Rabi,Haryana,Rice,Sugarcane
Laterite,7.65,Medium,Summer,Gujarat,Pulses,Cotton
Loamy,5.36,High,Summer,Punjab,None,Pulses
Sandy,5.11,Medium,Rabi,Tamil Nadu,Groundnut,Rice
Alluvial,8.02,Medium,Summer,Telangana,None,Sugarcane
Alluvial,7.56,High,Winter,Uttar Pradesh,Pulses,Banana
Laterite,6.13,High,Zaid,Karnataka,None,Cumin
Red,6.04,Medium,Kharif,Haryana,Rice,Pulses
Sandy,4.76,Low,Winter,Tamil Nadu,Pulses,Banana
Sandy,6.43,High,Winter,Kerala,Rice,Rice
Red,6.06,Low,Summer,Maharashtra,Maize,Maize
Alluvial,6.97,High,Kharif,Tamil Nadu,Groundnut,Rice
Black,7.28,Medium,Rabi,Haryana,Wheat,Banana
Sandy,7.99,Medium,Winter,Uttar Pradesh,Rice,Banana
Black,5.93,Low,Summer,Kerala,Rice,Groundnut
Laterite,4.96,Medium,Rabi,Bihar,Groundnut,Soybean
Red,5.65,High,Winter,Punjab,Cotton,Soybean
Black,6.75,Medium,Kharif,Bihar,Groundnut,Groundnut
Red,7.97,High,Zaid,Punjab,Pulses,Wheat
Alluvial,4.99,Low,Kharif,Tamil Nadu,Wheat,Cotton
Clay,7.65,Low,Winter,Bihar,Maize,Cotton
Laterite,7.73,Low,Zaid,Maharashtra,Maize,Maize
Alluvial,7.37,Medium,Winter,Maharashtra,Sugarcane,Cotton
Laterite,6.88,Low,Winter,Gujarat,Groundnut,Maize
Loamy,7.71,High,Rabi,Haryana,Cotton,Groundnut
Laterite,5.68,High,Winter,Telangana,Rice,Sugarcane
Loamy,5.73,Medium,Rabi,Karnataka,Maize,Maize
Alluvial,8.09,Medium,Rabi,Gujarat,None,Soybean
Laterite,8.0,High,Kharif,Gujarat,Wheat,Rice
Alluvial,7.24,Medium,Rabi,Tamil Nadu,Cotton,Sugarcane
Alluvial,6.35,Medium,Zaid,Kerala,None,Cotton
Laterite,5.75,Medium,Rabi,Kerala,Wheat,Wheat
Sandy,7.88,High,Winter,Gujarat,Maize,Cotton
Loamy,4.56,Medium,Zaid,Telangana,None,Cumin
Black,7.99,Low,Zaid,Kerala,Groundnut,Rice
Loamy,8.16,High,Summer,Haryana,Rice,Wheat
Black,5.8,High,Summer,Telangana,Pulses,Maize
Sandy,5.28,High,Winter,Maharashtra,Sugarcane,Sugarcane
Laterite,6.26,Low,Zaid,Gujarat,None,Wheat
Clay,7.66,Medium,Winter,Punjab,Maize,Maize
Alluvial,6.94,High,Rabi,Telangana,Sugarcane,Rice
Laterite,8.28,Low,Summer,Gujarat,Sugarcane,Rice
Clay,5.48,Low,Summer,Karnataka,Rice,Cumin
Black,4.99,High,Zaid,Haryana,Maize,Sugarcane
Red,6.53,Low,Kharif,Maharashtra,Groundnut,Sugarcane
Laterite,6.76,High,Summer,Haryana,Maize,Soybean
Clay,6.13,Low,Winter,Telangana,Cotton,Pulses
Clay,6.09,High,Summer,Uttar Pradesh,Cotton,Cotton
Alluvial,6.4,High,Zaid,Telangana,Sugarcane,Soybean
Red,5.01,Low,Rabi,Uttar Pradesh,Cotton,Banana
Red,7.3,High,Summer,Bihar,Sugarcane,Sugarcane
Alluvial,5.18,High,Kharif,Telangana,None,Maize
Sandy,7.84,High,Zaid,Maharashtra,Groundnut,Cotton
Alluvial,8.49,Low,Winter,Maharashtra,Cotton,Pulses
Red,6.4,Medium,Kharif,Haryana,None,Rice
Clay,5.8,High,Winter,Gujarat,Pulses,Cumin
Black,6.54,Medium,Rabi,Karnataka,None,Groundnut
Laterite,4.66,High,Summer,Bihar,Cotton,Sugarcane
Clay,5.68,High,Rabi,Maharashtra,Sugarcane,Soybean
Black,7.2,Medium,Summer,Maharashtra,Rice,Rice
Red,7.9,Low,Summer,Telangana,Pulses,Wheat
Loamy,6.27,High,Zaid,Kerala,Sugarcane,Pulses
Sandy,6.17,Low,Kharif,Bihar,Maize,Rice
Loamy,5.41,Medium,Summer,Gujarat,Groundnut,Soybean
Black,7.02,High,Winter,Telangana,Rice,Cumin
Sandy,6.55,Medium,Summer,Maharashtra,Groundnut,Sugarcane
Sandy,8.13,Medium,Rabi,Tamil Nadu,None,Cotton
Laterite,6.51,High,Winter,Uttar Pradesh,Wheat,Groundnut
Laterite,5.19,High,Summer,Gujarat,Pulses,Maize
Black,4.58,Low,Summer,Gujarat,None,Cotton
Black,4.95,Medium,Winter,Gujarat,Wheat,Rice
Laterite,8.24,Low,Zaid,Kerala,None,Soybean
Laterite,5.78,Medium,Zaid,Bihar,Sugarcane,Sugarcane
Loamy,5.69,Low,Winter,Tamil Nadu,Maize,Cotton
Clay,8.39,Low,Zaid,Haryana,Maize,Pulses
Laterite,6.15,High,Winter,Punjab,None,Sugarcane
Laterite,7.26,High,Winter,Telangana,Maize,Pulses
Black,4.87,Low,Rabi,Karnataka,Pulses,Maize
Sandy,5.92,Medium,Summer,Haryana,Cotton,Banana
Sandy,7.83,Low,Summer,Bihar,Rice,Wheat
Sandy,5.37,Medium,Zaid,Uttar Pradesh,Wheat,Cumin
Laterite,5.52,Medium,Kharif,Haryana,Sugarcane,Rice
Red,6.99,Medium,Winter,Punjab,Groundnut,Sugarcane
Black,6.0,Low,Zaid,Maharashtra,Rice,Cotton
Red,7.07,High,Zaid,Bihar,Groundnut,Banana
Loamy,7.6,High,Winter,Telangana,None,Cotton
Laterite,7.48,Medium,Summer,Gujarat,None,Rice
Sandy,6.78,High,Summer,Gujarat,Pulses,Cotton
Loamy,6.01,High,Summer,Haryana,Cotton,Cumin
Red,7.69,Low,Summer,Uttar Pradesh,Rice,Maize
Clay,7.77,Medium,Kharif,Karnataka,Cotton,Maize
Clay,5.98,Medium,Kharif,Telangana,None,Maize
Sandy,8.21,Low,Kharif,Maharashtra,Rice,Cumin
Alluvial,5.03,Medium,Winter,Maharashtra,Maize,Soybean
Sandy,5.38,Low,Kharif,Gujarat,None,Rice
Red,7.67,High,Rabi,Uttar Pradesh,Sugarcane,Maize
Black,7.33,High,Summer,Maharashtra,Wheat,Pulses
Laterite,6.92,Medium,Zaid,Uttar Pradesh,Sugarcane,Sugarcane
Alluvial,4.7,High,Zaid,Bihar,Rice,Soybean
Laterite,5.8,Medium,Winter,Karnataka,Pulses,Maize
Red,5.93,Low,Summer,Tamil Nadu,Groundnut,Cumin
Alluvial,5.44,Medium,Kharif,Tamil Nadu,Cotton,Groundnut
Loamy,4.98,High,Kharif,Kerala,None,Soybean
Red,7.03,Low,Zaid,Bihar,None,Rice
Alluvial,8.16,Low,Summer,Karnataka,Cotton,Banana
Clay,8.28,Low,Zaid,Karnataka,None,Rice
Loamy,6.42,Medium,Kharif,Uttar Pradesh,Pulses,Banana
Clay,7.0,High,Summer,Haryana,None,Cumin
Sandy,4.89,Low,Rabi,Uttar Pradesh,Groundnut,Pulses
Red,5.28,Low,Kharif,Tamil Nadu,Cotton,Rice
Black,5.27,Medium,Summer,Gujarat,Sugarcane,Groundnut
Sandy,7.91,Medium,Kharif,Bihar,Groundnut,Rice
Alluvial,8.4,Medium,Kharif,Karnataka,Pulses,Pulses
Clay,4.98,High,Kharif,Tamil Nadu,Groundnut,Banana
Red,7.13,Medium,Winter,Telangana,Rice,Rice
Laterite,7.92,Low,Kharif,Gujarat,Rice,Groundnut
Loamy,5.42,Low,Summer,Punjab,Cotton,Pulses
Sandy,4.83,Low,Rabi,Karnataka,Rice,Pulses
Clay,8.03,High,Zaid,Haryana,Cotton,Banana
Laterite,7.93,Medium,Summer,Karnataka,Rice,Maize
Clay,5.28,Medium,Summer,Bihar,Pulses,Maize
Loamy,6.65,Low,Winter,Punjab,Groundnut,Wheat
Clay,6.91,High,Rabi,Maharashtra,Pulses,Soybean
Loamy,6.73,Low,Rabi,Bihar,None,Rice
Clay,7.0,High,Winter,Maharashtra,Maize,Banana
Laterite,7.23,Low,Winter,Gujarat,Cotton,Pulses
Red,7.52,Low,Summer,Kerala,Sugarcane,Cumin
Sandy,6.32,High,Winter,Karnataka,None,Pulses
Clay,7.2,High,Summer,Telangana,None,Maize
Black,7.53,Medium,Rabi,Maharashtra,Sugarcane,Wheat
Laterite,6.67,High,Rabi,Telangana,Sugarcane,Rice
Loamy,5.9,High,Kharif,Uttar Pradesh,None,Soybean
Red,5.11,High,Zaid,Tamil Nadu,Groundnut,Maize
Laterite,4.95,Medium,Rabi,Uttar Pradesh,None,Cotton
Alluvial,4.62,High,Rabi,Kerala,None,Maize
Black,7.07,Medium,Kharif,Haryana,Maize,Soybean
Clay,6.98,Low,Winter,Punjab,Groundnut,Maize
Clay,7.13,High,Summer,Punjab,Rice,Wheat
Laterite,4.77,High,Summer,Haryana,Rice,Cumin
Loamy,6.19,Medium,Rabi,Gujarat,Groundnut,Cotton
Alluvial,4.6,High,Kharif,Kerala,Pulses,Cotton
Red,5.24,High,Summer,Haryana,Rice,Maize
Laterite,7.79,Low,Summer,Punjab,Cotton,Soybean
Red,7.4,Medium,Winter,Kerala,Cotton,Banana
Black,6.29,Medium,Winter,Telangana,Maize,Sugarcane
Alluvial,7.63,Low,Winter,Telangana,Cotton,Cotton
Black,4.84,High,Rabi,Uttar Pradesh,Sugarcane,Cotton
Red,4.64,High,Zaid,Kerala,Cotton,Cotton
Red,6.89,Low,Rabi,Gujarat,Maize,Rice
Black,6.4,High,Kharif,Karnataka,Maize,Maize
Laterite,6.7,High,Summer,Uttar Pradesh,Pulses,Groundnut
Sandy,5.18,Medium,Rabi,Karnataka,Rice,Pulses
Red,5.61,Low,Kharif,Kerala,Groundnut,Rice
Loamy,5.33,Medium,Kharif,Punjab,Groundnut,Banana
Laterite,5.77,Low,Winter,Bihar,Wheat,Banana
Loamy,6.25,Medium,Winter,Bihar,Wheat,Cotton
Laterite,7.81,Low,Zaid,Maharashtra,Cotton,Soybean
Black,6.92,High,Zaid,Tamil Nadu,Rice,Cotton
Laterite,5.85,Low,Winter,Gujarat,Cotton,Sugarcane
Loamy,5.85,High,Summer,Haryana,Rice,Cotton
Clay,6.1,Medium,Winter,Haryana,Rice,Groundnut
Laterite,6.26,Medium,Winter,Uttar Pradesh,Wheat,Groundnut
Red,7.65,High,Kharif,Gujarat,Wheat,Pulses
Laterite,6.12,Low,Zaid,Kerala,Sugarcane,Rice
Alluvial,4.98,Low,Kharif,Maharashtra,Pulses,Banana
Red,6.39,Medium,Winter,Kerala,None,Soybean
Sandy,7.65,High,Zaid,Bihar,Groundnut,Sugarcane
Clay,7.71,Medium,Kharif,Uttar Pradesh,Maize,Wheat
Sandy,5.07,Medium,Kharif,Punjab,Rice,Cotton
Sandy,7.94,Low,Zaid,Bihar,Groundnut,Soybean
Black,5.99,Low,Rabi,Kerala,Sugarcane,Wheat
Clay,7.17,High,Summer,Bihar,Wheat,Rice
Clay,7.77,High,Zaid,Gujarat,Cotton,Wheat
Loamy,4.91,Low,Kharif,Haryana,Rice,Pulses
Clay,5.43,Medium,Summer,Maharashtra,Wheat,Pulses
Laterite,6.92,Medium,Rabi,Gujarat,Rice,Maize
Clay,7.73,Medium,Winter,Tamil Nadu,Wheat,Pulses
Sandy,8.34,Low,Kharif,Uttar Pradesh,Rice,Rice
Alluvial,5.14,Low,Zaid,Uttar Pradesh,Rice,Cotton
Alluvial,6.6,Medium,Summer,Haryana,Wheat,Cotton
Red,6.86,High,Winter,Gujarat,Maize,Groundnut
Clay,7.94,Medium,Summer,Tamil Nadu,Pulses,Sugarcane
Red,8.25,Medium,Winter,Haryana,Wheat,Cumin
Loamy,8.49,High,Winter,Punjab,Pulses,Wheat
Alluvial,4.57,Low,Winter,Telangana,Groundnut,Maize
Alluvial,7.94,Medium,Kharif,Haryana,Maize,Banana
Alluvial,8.02,High,Rabi,Kerala,Maize,Soybean
Alluvial,6.15,High,Summer,Bihar,None,Cotton
Clay,6.3,High,Summer,Telangana,Wheat,Banana
Sandy,6.63,Low,Summer,Gujarat,Wheat,Banana
Clay,6.45,High,Zaid,Bihar,None,Sugarcane
Loamy,6.1,High,Zaid,Tamil Nadu,Wheat,Sugarcane
Loamy,5.47,Low,Rabi,Telangana,Groundnut,Sugarcane
Alluvial,7.44,High,Summer,Telangana,Rice,Groundnut
Clay,7.92,Low,Kharif,Karnataka,Rice,Pulses
Black,8.18,Low,Winter,Uttar Pradesh,Groundnut,Groundnut
Loamy,6.6,High,Rabi,Haryana,Groundnut,Maize
Clay,7.11,Low,Rabi,Kerala,Rice,Groundnut
Alluvial,6.43,High,Winter,Tamil Nadu,Maize,Soybean
Sandy,4.82,Medium,Summer,Gujarat,Rice,Maize
Loamy,7.88,Medium,Rabi,Bihar,Wheat,Banana
Black,6.56,Medium,Zaid,Tamil Nadu,Pulses,Banana
Alluvial,7.31,High,Summer,Bihar,Wheat,Pulses
Black,5.67,Low,Zaid,Gujarat,Groundnut,Wheat
Sandy,6.9,High,Kharif,Tamil Nadu,Cotton,Groundnut
Red,7.74,Medium,Summer,Uttar Pradesh,Rice,Groundnut
Red,5.9,Low,Summer,Karnataka,Groundnut,Soybean
Laterite,7.64,Medium,Kharif,Tamil Nadu,Groundnut,Soybean
Clay,8.22,Medium,Zaid,Maharashtra,Groundnut,Cotton
Red,8.45,High,Zaid,Kerala,Groundnut,Cotton
Alluvial,8.04,Medium,Rabi,Maharashtra,Cotton,Soybean
Laterite,7.42,High,Rabi,Tamil Nadu,Rice,Groundnut
Laterite,7.17,High,Rabi,Bihar,None,Cumin
Laterite,8.07,Medium,Zaid,Kerala,Pulses,Pulses
Loamy,7.27,Medium,Summer,Punjab,None,Cotton
Sandy,7.34,High,Summer,Karnataka,Cotton,Pulses
Clay,4.61,Low,Rabi,Karnataka,Groundnut,Sugarcane
Sandy,8.48,Medium,Winter,Telangana,Rice,Sugarcane
Clay,5.58,Low,Kharif,Maharashtra,Sugarcane,Cumin
Clay,7.71,Medium,Winter,Maharashtra,Wheat,Soybean
Red,4.59,Medium,Rabi,Uttar Pradesh,Sugarcane,Sugarcane
Loamy,5.72,High,Summer,Gujarat,Pulses,Soybean
Sandy,5.6,Medium,Kharif,Telangana,Wheat,Sugarcane
Alluvial,5.29,Low,Rabi,Haryana,None,Groundnut
Clay,6.17,High,Kharif,Bihar,Pulses,Soybean
Clay,5.52,Low,Rabi,Uttar Pradesh,Cotton,Soybean
Clay,5.61,High,Zaid,Uttar Pradesh,Maize,Rice
Clay,6.95,High,Kharif,Kerala,Rice,Maize
Alluvial,6.26,Low,Zaid,Kerala,Rice,Soybean
Black,7.26,Low,Kharif,Haryana,Cotton,Banana
Sandy,6.02,High,Rabi,Gujarat,None,Wheat
Clay,8.35,Low,Rabi,Gujarat,Maize,Wheat
Red,6.66,Low,Zaid,Karnataka,Groundnut,Banana
Laterite,4.98,Low,Winter,Punjab,Sugarcane,Wheat
Alluvial,4.63,High,Summer,Bihar,Maize,Soybean
Red,5.21,Medium,Summer,Karnataka,Pulses,Wheat
Alluvial,7.55,Medium,Summer,Maharashtra,Sugarcane,Cumin
Clay,4.63,Low,Kharif,Kerala,Rice,Groundnut
Red,6.65,Medium,Winter,Karnataka,Pulses,Cumin
Alluvial,6.62,High,Summer,Bihar,Pulses,Soybean
Clay,7.03,Low,Winter,Haryana,Groundnut,Sugarcane
Loamy,6.37,Medium,Summer,Maharashtra,Wheat,Banana
Clay,8.08,High,Kharif,Karnataka,Rice,Maize
Clay,6.74,Medium,Zaid,Haryana,Maize,Wheat
Alluvial,7.23,Medium,Kharif,Telangana,Pulses,Wheat
Laterite,4.83,Low,Rabi,Kerala,Sugarcane,Pulses
Sandy,5.66,Low,Zaid,Telangana,Groundnut,Groundnut
Clay,4.56,Medium,Summer,Telangana,Pulses,Banana
Loamy,8.43,Medium,Kharif,Punjab,Wheat,Rice
Clay,6.7,High,Zaid,Maharashtra,Pulses,Banana
Clay,6.23,Medium,Kharif,Kerala,Sugarcane,Soybean
Alluvial,5.62,Medium,Rabi,Maharashtra,Sugarcane,Banana
Alluvial,7.33,High,Zaid,Punjab,Maize,Cotton
Laterite,7.08,High,Zaid,Maharashtra,Rice,Sugarcane
Clay,6.29,Medium,Zaid,Maharashtra,Maize,Maize
Black,7.05,Low,Zaid,Uttar Pradesh,Sugarcane,Pulses
Alluvial,4.93,Low,Winter,Haryana,Cotton,Pulses
Loamy,7.45,High,Winter,Haryana,Sugarcane,Wheat
Laterite,5.26,Medium,Zaid,Tamil Nadu,Rice,Banana
Laterite,4.92,Medium,Kharif,Punjab,Wheat,Rice
Loamy,5.94,Low,Zaid,Haryana,Cotton,Banana
Laterite,7.86,High,Zaid,Punjab,None,Cotton
Laterite,6.53,High,Rabi,Punjab,Rice,Banana
Laterite,6.31,Low,Winter,Tamil Nadu,Sugarcane,Groundnut
Sandy,5.74,Medium,Winter,Maharashtra,Maize,Rice
Sandy,6.52,Low,Kharif,Uttar Pradesh,Pulses,Wheat
Sandy,6.85,High,Summer,Bihar,Sugarcane,Banana
Laterite,7.99,Medium,Zaid,Uttar Pradesh,None,Soybean
Red,6.47,Low,Kharif,Maharashtra,Groundnut,Rice
Laterite,7.78,High,Rabi,Gujarat,Wheat,Wheat
Alluvial,5.53,Medium,Summer,Karnataka,Sugarcane,Groundnut
Red,7.95,High,Kharif,Bihar,Sugarcane,Maize
Alluvial,5.45,Low,Zaid,Punjab,None,Pulses
Red,7.35,Low,Kharif,Uttar Pradesh,Groundnut,Pulses
Loamy,7.06,Medium,Rabi,Punjab,Maize,Maize
Loamy,7.68,Medium,Kharif,Karnataka,Pulses,Soybean
Black,7.28,Low,Summer,Kerala,Rice,Pulses
Laterite,6.8,High,Winter,Tamil Nadu,Pulses,Groundnut
Clay,7.55,Low,Summer,Telangana,Sugarcane,Wheat
Alluvial,6.41,Low,Winter,Tamil Nadu,Sugarcane,Groundnut
Clay,7.4,High,Summer,Kerala,Wheat,Pulses
Clay,5.52,High,Kharif,Gujarat,Rice,Wheat
Alluvial,7.22,Medium,Zaid,Bihar,Rice,Banana
Clay,6.84,High,Winter,Maharashtra,None,Sugarcane
Laterite,5.02,High,Winter,Maharashtra,Wheat,Maize
Red,5.16,High,Summer,Haryana,None,Sugarcane
Alluvial,4.65,Low,Kharif,Karnataka,Rice,Banana
Sandy,6.94,Low,Rabi,Uttar Pradesh,Groundnut,Soybean
Loamy,6.58,High,Summer,Kerala,Rice,Pulses
Clay,8.38,Low,Kharif,Bihar,Groundnut,Rice
Red,4.92,Low,Winter,Gujarat,None,Banana
Red,4.86,Low,Zaid,Uttar Pradesh,Maize,Groundnut
Alluvial,7.57,Medium,Zaid,Telangana,Rice,Pulses
Loamy,7.62,Medium,Kharif,Gujarat,Pulses,Rice
Sandy,6.76,Low,Winter,Karnataka,Wheat,Maize
Loamy,8.37,Low,Winter,Karnataka,Pulses,Rice
Alluvial,6.56,Low,Kharif,Bihar,Wheat,Banana
Clay,5.72,Low,Rabi,Telangana,None,Rice
Alluvial,5.55,High,Zaid,Punjab,None,Pulses
